seulgionicex	818518828372004867	นก
itchaseulgix	818518783706861570	มีมินกยองปะแฟมนั้น
speak_nonsense_	818518714278678528	อะไรนะคับ ไม่ใช่นะคับคุมแม่ คุมแม่คิดมากไปแล้วนะคับ คุมแม่กอดได้คับ แต่จบมอยากให้พี่จินกอดมากกว่า pic.twitter.com/xLes9N5OlF
_iaunxx	818518673543479296	เป็นนก55555555
iugalx	818518614961573888	อารมณ์นกๆนี้ได้รับแต่ใดมา
Mon_6109	818517685449334784	โยเน่ก็ไม่ได้ลง นกด้วยกันเลยสองคนนั้น โยเน่นี่โคตรน่าสงสาร รักเดียวใจเดียวแต่ต้นดันไม่โดนเรียก
tuibyebye	818517663785750529	ไม่นกหรอกตอบดีๆ
thankgodten	818517298323435520	ชอบครับน้องมินกยอง 
pinggies	818517083835301888	ถ้างั้นน้องก็นกแล้วค่ะ........ pic.twitter.com/CAQpr3zZLK
frankyerix	818516968978325504	ทำไมหนูต้องนกด้วย!!!! หนูม่ะนกอะ คุงพี่ปอเทืองนกไปคน้ดียวเย้ย จะฟ้องคุงพี่จนๆๆ
twpnkk	818516891522076672	ชั้นก็เพิ่งโดนเทสดๆร้อนๆ55555555 นกอีกแล้วววววว
Mon_6109	818516858223460352	"นั่งเฉยๆแล้วก็นกรัวๆ 55555555555+
รัดโยเน่จนน้องมันจะตายแล้วอะ"
ellenana2	818516739046731776	นกก็ช่างมัน สักวันคงมีบุญได้เจอ55555555555555 อีเว้นท์อีกเยอะ 2017ปีทองของGOT7
frankyerix	818516562374033409	พี่สี่ทุ่มคงไปนอนแย้วแน่นอนอะ คุงพี่ปอเทืองนกไปนะ แบร่
besidegot7	818516481713393664	โง้ยยย!!งานโหวตเยอะแยะเตมไปหมดเลยอ่าาจะพยายามตามให้ทันงือออ.. วันนี้ขอตัวไปนอนก่อนรักมากน่ะกัซรักนะนกน้อยของกัซขอบคุณ ราตรีสวัสดิ์ 
ExMoonss	818516383654809601	"เอ็กซี่แม่มกวนประสาทอะ 555555
ซูบินนกไปอีกกกกกก สงสารร  #เอ็กตอสโนว่า"
dnhwang9596	818516330412244992	กุนกมาจากคนที่นางเคยคุยเมื่อเกือบๆ2ปีที่แล้วเพราะผู้นั้นคุยกะนางอยู่และแบบตอนนี้ กุก็ยังนกอยู่ ในขณะที่นางเปลี่ยนผู้มา3คนแล้ว ทำไมมมมมม
heybjaehyunx	818516068633169921	หวั่นใจมาก ถ้าบนละยังนกจะหนีไปบวชแล้ว
feheeline_JH	818515969769254913	โคตรใช่ 555555555555555555555555 เลิกให้เราเป็นนกที ขอสมหวังบ้าง
Mon_6109	818515935183048707	หน้าปงคือปริ่มมาก ในที่สุดก็ไม่นกแล้ว pic.twitter.com/uFqsWDwYV1
SHTINNX	818515871165386753	จริงๆสีมันไม่ซ้ำกันนะครับถึงมันจะเหมือนกันมากก็ตามอันนั้นสีแดงอีกอันแดงเลือดนกอีกอันแดงเลือดหมูแดงประมาณสามแสนเฉด..
myyugmy	818515648212893696	เดี๋ยวข้าก็นกอีกก 5555 เอ็งไปลุ้นให้ได้ 2 ใบดิ
lomaamm	818515311745896450	อย่าตอกย้ำความนกเลย
Kn_Knight_	818515306398089217	เหมือนมึงเป็นนกฮูก
qninoun	818515111832735746	นกแบ้วนกอีกจนจะเป็นพญานกแล้วฮะ รอบนี้ไม่นกแล้วได้มั้ยย
21CHXN	818515000432041984	น้านกใช่ป่ะครับ เย่
kimleegig	818514922325741569	อ้าวววววว ทีมss7 จะไม่นกค่ะ ไม่นก55555
LK_LHN	818514822010572806	นกที่ไม่นก // ไม่เคยคิดว่านกจะตอแหลได้ขนาดนี้ จน... pic.twitter.com/oJjgg9F9bq
c03t12	818514763671969792	"ถึง คนในอนาคต
  อย่าทิ้งกูนะ ถ้ามึงทิ้งกู กูคงนกตลอดไป555555555"
tennykk_	818514751986667520	จ้าาาาาาาาาาาาา คนไม่นก
saowaoluk	818514714699309057	นก
ideltx	818514473136705536	วีก๊อตเยอะมากคนนกก็เยอะมากเช่นกันเปิดวีก๊อตให้คนนกดีไหมคะ
P_hundred_chana	818514472864092160	หืออออ...ได้ของแจกกับเขาแล้ววว...เลิกนกๆ
Stephfany_	818514440375021568	นกแบบงงๆ 
Kindadunno	818514388994916353	ความนกที่เเท้...
DMK48_	818514350096846848	บอกตรงนี้ไม่เคยแย่งของใคร ยังไม่ได้สักคนมาหาว่ากูแย่ง ฮ่วย นกบวกนกเนี่ย
jnrakkhunx	818514185692688384	มาอยู่กับพึ่เถอะจะได้ไม่ต้องนก
jenniexruby_	818514128922775552	อยากมีคนมานอนกอด หนาววว #ยืมเมจforsex
INTS_Donn	818514009863254016	ไม่หรอกครับ ความจริง.. ผมตามหาพวกเขาจนบางทีก็คิดว่า เราอาจไม่ได้เจอกันอีกแล้ว /ว่ายิ้มๆ มือบิขนมปังให้นก/ oO(จะยอมกินไหมนะ?)
mininook_	818513916707733505	นกก่อนนอนน บายยย
aoraeeiei	818513840358838272	กรูเองคับ รักช้างจริงๆเรย อยากได้แค่ไหนแต่สุดท้ายก็นก เพราะเค้ามียัยแบคฮยอนอยู่แร้ว ชั้ลแพ้ทาง
EHW_Unne	818513646481379329	ฉากจบของนิทานแล้ว เสียงนกร้องรวมถึงแสงที่ลอดผ่านหน้าต่างเป็นสัญญาณว่าตอนนี้เช้าแล้ว
ladaaaaaa_	818513622770925568	ฮืออออ แก๊งลูกเพนกวิน pic.twitter.com/zNEbXAQMUN
Supakornz__	818513573320134658	@Gleamingpich พี่มึงจะนกอีกแล้ว 
Oommamm	818513564457570304	มายยกอดดดดดด มินกยู โอยย
MintRattanya	818513457888641024	อยากคุยด้วย แต่ก็ไม่อยากทักไปก่อนอ่ะ แม่งเหมือนอ่อย แล้วแบบถ้าเกิดนกขึ้นมาล่ะ เชรี่ยยยคิดเยอะคิดมาก ฮือออออ
jxap_	818513440385863683	รับรองว่าโดน แน่ๆ พวกนางแบบด่เำยพ ยิ่งมินกยูนี่ถึงเนื้อถึงตัวมากจ้า เดี๊ยะยื่นหน้ามา เดี๊ยะทำหน้าบูๆใส่ ยนมบแพเยบพไพเ
sjbdx0896	818513430910902273	ถ้าหนูไม่น่ารักหนูก็นกพี่สิ นี่แหน่ะ
cqbiiayx	818513315366244352	โห ใจกูๆๆๆๆๆๆ าดสแมดงปลกมดนกจยก ชานแบคคคคคคคคคค
Fifi_funnyFen	818512874863607808	"ที่เขาโดนเสกผักขว้างใส่นี่คือโคดปราณีแล้ว ถ้าเทียบกับนกฮูกดวงซวยตรงหน้า 
อีซึงกิล ขอสาบาน ต่อแต่นี้ เพศหญิงเขาจะไม่เข้าใกล้
จะไม่ทำ"
duhmw	818512763400003585	"- นกเหนือนกทั้งปวง - 
- มีใครให้นกกว่านี้มั้ยคะ - pic.twitter.com/3SdsmvuOC1"
Pureness_MB	818512558483116035	อันนี้ยัยแต่มเป็นเพนกวินใช่มะ?
Fifi_funnyFen	818512271345258497	"""อยากจะเป็นแบบผมสวยๆนี่ล่ะครับ?"" รอยยิ้มหวานที่ดูน่ากลัวจับจิตทำให้ นกฮูกที่ขนอุตส่าห์ขึ้นกลับมาแล้วแท้ๆแต่กลับถูกถอนไปอีกแล้ว"
happychanx_	818511950195793920	นอกจากจะนกแฟนแล้วยังนกของอีกค่ะ ชีวิตนี้มีอะไรดีบ้าง
pearriees	818511902695297025	เป็นคนแรกที่กูจีบแล้วนก ควยเอ้ย5555555555555
flintxjihoon	818511787217719296	ฝ่ายนั้นน่าจะอินบทน้องนกมากนะคะ ดูด้านและน่าตบเชียว
singkhonn	818511712265478144	ไม่น่านอนกลางวัยเลยกู ไม่หลับเลยสัส!
Honiismz	818511711531503617	"『Sexually Hunhan』 
■ https://goo.gl/E7JjEl 
■ ไปชมนกชมไม้กันเถอะสหาย.. pic.twitter.com/jsWNwJMSIb"
INTS_Goswick	818511660130267136	/นกตัวหนึ่งเงยจ้องมนุษย์ที่ถือขนมปังอยู่ก่อนแล้ว/ หวังว่าฉันคงไม่ได้กำลังรบกวนการหาเพื่อนของเธอ
winwinweeklyx	818511615477751808	ส่วนกูก็นกเหมือนเดิมนะครับ สาทุบุน
fujiiumzaa	818511562021343232	รู้เลยว่านกยังไม่ไปไหน นกยังคงอยู่กับเราเสมอ 55555556 / ไปไหนแล้ว บินไปได้แล้ว /ขับไล่นก
pkantt	818511485844324352	@sirapat_palm สุขสันต์วันเกิดนะคะที่รัก ตัวพี่นั้นก็ไม่มีอะไรจะให้นอกจากความรัก เอฟไม่มาเยือน เอจงสถิต ความนกจงหายไป อยู่ด้วยกันนานๆเพี้ยง
Itimperg	818511438897549312	ทินเดอร์เป็นแอพที่คุยแล้วก็นกเหมือนเดิม เพิ่มเติมคือความเหงา
itchairenex	818511427640037376	ประดุจเป็นน้องนกและพี่ตาในแรงเงา
MJJ_Cottny	818511211360722944	ใกล้แค่นี้ฉันก็นกอ่ะแก
nampunat	818511163373719552	ฮิปโปรี้ดแต่ไม่ตอบ ขนาดเล่นๆ ยังนกคิดดู /บินออกไปตากฝนสู้ทนฟันฝ่า
PumPuy_PPS	818511153848455173	ถ้าแจกอีกแล้วนกอีกนี่ทำไงอะ5555555555555
BSMEEN15	818510971840757764	พี่เขานกจนชั้นคิดว่า เอ๊ะ หรือเป็นที่ชั้นชิบพี่เขา พี่เขาเลยนกแบบวงวาร555 จนชาแทฮยอนโทรหาบอสบ.ของซอจุนเลยอะว่าอยากได้ตัวมาเข้ารายการ555
physicnoii	818510968049143809	บอกไปแล้วบอกไปหมดเลยนกด้วย ปต่วันนี้ก็ยังึยกันทำไงได้กูคิดถึงอะอิเหี้ย
iamxpw	818510902819360768	แจกพวกนกหน่อยค่ะ5555
JORSOR_	818510855583059968	นี่เลี้ยงเหมือนแคคตัสเลยอะ ตั้งแต่เลี้ยงมาตายไปต้นนึง โดนนกจิก เกลียดดดด
checkinwolf	818510769046159360	กลัวนกๆนะครับยังไม่บอกดีกว่า
28450dayo	818510764432506881	ถึงเวลาก็คงหายนกเอง
BSMEEN15	818510739702845440	แล้วซอจุนคืออะไรจะบังเอิญขนาดนั้นอะ นกเว่อ แพ้ตั้งแต่เกมแรกถึงเกมสุดท้าย วงวาร5555 สมาชิกรายการก็ตลก ตัวฮาอยู่ที่พัคซอจุนเลยอะ555
gpc_ac	818510684392550400	พี่ก็กลัวกดไม่ได้ค่ะ..ฮือ โอกาสนกสูงมากๆ
Jnt_96	818510644701822978	ขก.ทาโลชั่นจนผิวแห้งมากอ่ะ ฮือ ถ้าคืนนี้ทะยงมานอนกอดจะทำไง ; w ;
phen_love_ss501	818510641208008704	เคยเลี้ยงอะไรบ้างน๊า หมา แมว กระต่าย แฮมเตอร์ นกขุนทอง กระรอก ปลา ไก่ เป็ด หมู ด้วงกว่าง แล้วอะไรอีกนะที่อยู่รอบบ้านทั้งที่ไม่ได้เลี้ยง 555
wonkakuanlinx	818510567635718144	เสียใจเพราะว่า... พี่นกแฮนด์ครีมกินพีชชชชชชชชชม่ายยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยย.ซบ
kyokikuma	818510444868431872	......มันมาถึงจุดนี้ได้ไงคะคุณนก...
johnnyfiretx	818510443035574272	ดีนะกูไม่เล่นมินกยูแล้ว
ibaabow	818510440040796161	เดี๋ยวก็นก ตามวัฏจักรนกๆ
61XPTPON	818510406419255296	ไม่นกหรอกหน่า เจอก็ดีแล้ว
palm_arecales	818510395824476160	อยากเลิกนก #น่าเบื่อ
PatwiroonS	818510328212307968	มันเปนพื้นที่นกของเราค่ะ ซค่งก้นกทุกวัน
BKAFFEE	818510284381777920	นกลาร์ค .
knomjeanisfairy	818510273451438081	แอบชอบกันแน่ๆเลยอะเอาพริสทินไปเล่งด้วยดีก่าเอามินกยองหรือชียอนดี^.^
zinecastle	818510210788560896	เคยนกตัวใหญ่มากตอนทำงานที่สนามบิน แล้วไปรอบีสท์ข้างในคนเดียวครั้งแรก ไม่รู้ต้องทำไง แถมรอผิดเกท ไม่เจอค่ะ ตอนนั้นคือน้ำตาไหลลลลค่า
fujiiumzaa	818510007511584768	55555 แต่จะรู้สึกนกกว่านี้ถ้านั่งอยู่ศาลายาแล้วรู้ว่ามาองค์พระ อันนี้พอปลอบใจตัวเองได้
bhwanq17_	818509981875978240	เห้ออออออออ รักมินกยูจัง -^-
fromxjeno	818509976998055940	มินกยูแอคเดียว https://twitter.com/ty99thax/status/818509912208617472 …
TEAMXWONWOO	818509924355346438	ฝากไปบอกน้องมินกยูคนนั้นว่าผมเบื่อบอทมินกยูแล้ว มันหนักทีมผม
PJ_tan	818509888833798144	อิดวงลักกี้ประจำวันเกิดอะไรนั่นของญี่ปุ่นที่แชร์ๆกันอ่ะ นี่ก็เข้าไปดูนะ ก็ได้ลำดับท้ายๆอ่ะ แต่ก็ไม่ได้สนใจมาก สรุปแม่งมาเลยค่ะ นกตัวแรกของปี
iamxpw	818509865572126721	นกอีกตามเคย555
StepanieFiona	818509762060922880	คืนนี้เค้าจะอัพให้เราดูไหม ไม่อัพก็บอกไม่อัพ ไม่อยากนก #ร่างใหม่หัวใจเดิม
sunswag_	818509745677955072	อิเหี้ยยยยยยยกี้สสสสสสสสสสสสสสสสสสสสสสสผสฟกยนกสกสปปนปสดากรนหวหสกนกนกนหวหมกืหรปกวกสนหสกนกนกสกสกนกวมหาหวกวกสกรกนหสหากาหนกสหสหรหรกสกกมปวยกกว
PARK__BLACK	818509737658417152	ไม่รู้จะนกหรือเปล่า
Fifi_funnyFen	818509734378471424	รู้สึกว่ากลับไปถอนหงอกนกฮูกวิคเตอร์ต่อไม่ได้ 
_ihatesalmon	818509719648112640	ห๊ะ  แล้วใครจะสมัครกับมัน 5555555555555 สมัครไปบอกพรุ่งนี้ไม่เอาละทำไง นกเหรอ55555555555555555
Panittanan	818509698437525504	ล่าสุด มีนกมาทำรังที่ระเบียงห้อง มาสร้างครอบครัว มีลูกน้อย เอาล่ะค่ะ เหล่านกยังรู้ว่าต้องมาอยู่กะพญานกอย่างอิชั้น หึ
prcmnnn_3	818509687838490625	ควรจะหยุดว่า หยุดนกคนอื่นได้ละ รู้สึก บาป ๕๕๕๕๕๕
imnonreally_	818509678225199105	พี่หลามไม่อยากนกเลยครับคนดี #สามผัวline
M_akarawat	818509651918524416	นกเขา ไม่ใช่นกเรา https://www.instagram.com/p/BPDUuiXhs32/ 
fromxjeno	818509626970734592	ดีครับ ความสัมพันธ์ของผมกับน้องมินกยู
STomoMe	818509601163218944	เมื่อไรชีวิตจะเลิกนกกับการสุ่ม..... pic.twitter.com/75R8G02lvu
hame_tsupatc	818509505080139776	นายเลยยยยย นายไม่ทักเค้าก็ไม่เห็นกะนกรอกกกกก
korkaokorkang	818509503737909248	อุ้ยไม่นก  ขอบคุณค่ะ
Qiyvn_	818509476240048128	คือนกเกาะกิ่งไม้ไง pic.twitter.com/MtMEwSZeQs
mkkn1994	818509438310985728	รีวิวปิดเทอมใน 1 เดือน : นก อกหัก เที่ยว5จังหวัด ป่วย #แฟนตาซีสัส
mlxputin	818509395520671744	ถ้าผมจะนก ผมขอเป็นนกเพนกวิน pic.twitter.com/5ms52H21NR
ggoggii	818509317699563520	มัวแต่อ่านฟิคจนนกของแจก อะไรของกู 
ArmmerGzx	818509276142444544	ลุ้นจัง อยากมีคนกอด ฮึบๆ
Kachacharle	818509216465829888	ไหนๆก็นกแล้วอ่ะ ทำไมไม่ให้กูบินได้ไปเลยอ่ะ
Zircon_S	818509154453102592	นี่จะนกถึงไหน ไม่ได้ของแจกไรลุย TT
yandong1996_	818509134572064768	55555555 นกจนชินชา บอกว่าชอบตลอดที่คุย มันสู้ไม่ได้กับการที่เอาใจใส่คุยกันไม่หายเลยจริงๆแก
PJ_tan	818509112384196608	ตอนนางรู้ว่านี่นกคอนทไวซ์!!!!!!! pic.twitter.com/bVnfBzWw8h
GentianaBotth	818508917919531008	ถ้าบอกว่าตามประสาคนนกนั้นข้ายิ่งยินดี...
teamslytherin95	818508907861524481	เจ็บชิบหาย ความนกนี้55555555
real__pcyyybyun	818508685412470788	น้องจะไปนอนแล้ว ฝันดีนะคะขอให้ได้เด้อ 555555 น้องคงนกแล้วอ่ะ
foxgroax	818508641640726528	บอทมินกยองควรกิงกันเองบ้างเถอะ
littletiger_svt	818508612930678784	งื้ออเรานกมาหลายอย่างแล้วนะขออย่านกพิแฮมชิอีกเลย อยากได้จิงจังง
28450dayo	818508565157593088	รักไม่จริงรอไม่ได้ ในที่สุดแกก็นกอีก เย้มีเพื่อน
Mon_6109	818508508307984385	วันนี้นกหนักสุดยกให้เนรุกับโยเน่เลย คนนึงนกซ้ำนกซ้อน เปลี่ยนแล้วก็ยังนก อีกคนแม่งอ่อยแทบตายก็ยังนกไม่ไปไหน 555555555555555555555555
yandong1996_	818508390175387648	เออนี่แกๆๆๆ กลับมาแบบเดิมละว่ะ วงจรนกๆ หายไปอีกคนละ555 นี่ผิดหรอที่ไม่ตกลงคบตั้งแต่แรก จนหายแล้วหายอีก 5555555 ตลกดีๆๆ
Plameow	818508337407004672	เพนกวิ้น ! ปกติเวลาตัวเห็นเค้ายิ้มตัวจะชอบยิ้มตามเค้านะ :) ยิ้มมมมมม… https://www.instagram.com/p/BPDUXDfD3StAGqHoc0MrpH_xh6ohY9GNwZq9FI0/ …
iamxpw	818508331832573952	นก555
Mon_6109	818508313134436352	"เนรุ1 > ฮาบุ > นก
เนรุ2 > ริสะ > นก
เนรุ3 > หนีไปดานี่แม่งเลย 5555555555555555555555555555"
huichaveex	818508271803764740	ขอให้ไม่นกนะครับ https://twitter.com/CHAVEEISBACK/status/818508107525431296 …
OLENJI90	818507960146006016	ลำไยไอพี่นก
bnbck_	818507808857391105	@botharokung hpbd ลุง. มีความสุขมากๆ น้า แล้วก็ขอให้ไม่นก มีผู้เข้ามาเยอะๆ มาครบทุกจังหวัด /สาธุบุญ , ดีเลไป 20 นาที 55555555
raindearing	818507768638251012	พี่รหัสเชียร์เจนเดอร์มากกกกก งานนี้ต้องมีคนกบฏ ชุ้นเอง555555
lady__lunafreya	818507684957691908	โฮฮฮฮฮฮฮฮฮ ทำไมสวยๆแบบลูกต้องนกคะ ! ทำไมเขาซื่อบื้อกันขนาดนี้
Ice_MNK	818507677273714688	เจ้าเพนกวิ้นน
MoniMon_RM	818507535107792896	วันนี้คือเรียนพิเศษเเถวองค์พระไงแล้วรู้ว่านิชคุณมาองค์พระอีนี่ยกคลาสค่ะจะตามไป แต่นก พี่นิชคุณค่ะขอมะม่วงน้ำปลาหวานมาปลอบใจหน่อยค่ะ 
GentianaBotth	818507466841276416	เนื้อมั่วแล้ว //ลูบหัวปุๆ เหมือนนนย์เทอออ ฝืนนจัยว์ที่ต้องเดินกัปช้านนนนว์ ม่ายยยยยยยยย นี้ข้านกมานับไม่ถ้วนนนน
bang_saii	818507409899417600	น้องนก บินจิ้บๆๆ
PJ_tan	818507336075464704	ไปค่ะ จัดทริปปล่อยนกเก้าวัด 
bang_saii	818507262041858048	"บังมาไทยรอบที่แล้ว ก้ไม่เจอ 
มารอบนี้ก้ไม่เจอ .. เห้ออ นกเมนเสมอๆๆ สินะ"
LRooyang	818507211873849346	"เจ๊ออยมาเสิร์ฟเผือกร้อนๆรอบดึกค่ะคุ๊นนนนน 

ฟลุ๊คเดอะสตาร์นางเดือดอะไรพี่ม้าอรเหรอคะพี่ตา?

นกใจคอไม่ดีเลยค่ะ... http://fb.me/2TrCSNEcp "
kahonoii	818507024132542464	หล่อให้ตายสุดท้ายก็นก
pingubinglx	818507020659658754	ซื้อชุดเพนกวิ้นจากไหนอะอยากได้
staywithyong_	818506928540119041	เห็นในเฟสมีคนกลับรถทัวร์วันนี้ ตอนนี้ติดอยู่คุณสาหร่าย ชุมพร โอ้ย กะไม่ให้กุกลับจริงๆใช่มะ
kahonoii	818506892615950336	หล่อให้ตายสุดท้ายก็นก
zinecastle	818506743588130817	ชื่อน้องนก
pimlovelydh	818506601241841666	สงสัยเราเลี้ยงนกกันบ่อยเกิน 555565555555555
chchayaa	818506598419042304	เห็นหวีดว่ายงกุกๆๆ ฉันไม่นก ฉันได้จ้องตากะเค้า กรี๊ดดดดดดดดดดดดดดด!!!!
offline_TS	818506580161241088	บางทีบ้านกูก็มีแต่สัตว์ไม่ได้ตั้งใจให้มาอยู่ ทั้งนกพิราบ ปลาดุก ปลาหางนกยูง หมา เห้อออ -.-
kyokikuma	818506558149574658	วอนยูรินวดหัวที่ถลอกอยู่เยียวยาบาดแผลให้นกฮูกที /ทำไมต้องเล่นมุกตบกใต้สะดือแบบนี้ด้วย....
IMxM_96	818506492940722176	รีไปงั้นกลัวจะนก 555
justnonbiri	818506464796884992	ริสะในรายการยังนก lol
GentianaBotth	818506381682610176	...... //หัวเราะลั่น ให้ตายสิแค่นกเอง.... แต่คงนกกับคนที่ชอบสุดๆ แน่ๆถึงแย่แบบนี้
fernye__	818506370487988225	ทำไมน้องหมูดูร่าเริงเบอร์นั้นคะพี่ตา นกสงสัยแรง
cam1n_	818506314728894464	ไม่รู้ดิ ถ้าชอบใครละก็จะหาโอกาสบอกตลอดอะ นกช่างแม่ง
dontbesuchajab	818506308085170177	งั้นขอที่อยู่หน่อย จะส่งนกพิราบ
lady__lunafreya	818506199754649600	สวยแล้วนกลูกไม่ต้องการค่ะ! *น้ำตาไหลพราก*
OLENJI90	818506176425885697	ลำไยไอนก
EveryEng	818506145622958080	"ภาพซ้ายคือผัวของด้อมนกแก้วภาพขวา
คือน้องตึลกิของพี่ยุนอา ผัวเหนือผัวที่แท้จริง
555555555 กิลูก..  pic.twitter.com/rZJHs5jQbh"
TTN6113	818506135514718208	นกซวคโคตรน่านักกกโอ้นยยยยยยยย
_WhiteDoG	818506123040821248	นกซว.คุง 5555555555555555
fujiiumzaa	818506091495452672	เธอจะสวนทางกับนี่ตลอดไม่ได้ ตอนอยู่ศาลายาพี่มากระบี่ ตอนนี่อยู่กระบี่พี่จะไปนครปฐม / รู้สึกสวยและนกมากกกกกก 55555
fyeahxmiyeon	818506062957449216	เค้าจะรอเยย มาเปงพี่มินกยองให้เค้าก่อนจิ>_<
justnonbiri	818506056355561473	นกซว.คุงโคตรรรรรรน่ารักกกกกก
Fifi_funnyFen	818506022218145792	"""เฮ้! คุณคนโรคจิต แปลงเป็นนกมาหลอกพวกผมตั้งนานสองนานนี่ต้องการอะไร"" พิชิตเปลี่ยนร่างจากหนูแฮมสเตอร์มิ้งๆกลายมาเป็นพิชิตแว๊นสำโรง"
TTN6113	818505969357361152	นกซวค5555555555
dboysektorx	818505869386096640	4.แต่มีอยู่ช่วงนึงนี่ไปสิงอวตาร แล้วพี่แกก็เล่าว่าช่วงที่หนูไปแอคอื่นอ่ะรู้มั้ยพี่ไปชอบคนอื่นแต่ก็นก พอหนูกลับมาพี่ก็มาชอบหนูเหมือนเดิม55555
tidjrxmarklee	818505726872039426	นกๆไปนะ
_NWH91x	818505655082303488	เป็นชู้ไม่ดี เพราะเป็นนก มานาน  #WGMบอทแก่
JsKqweanyy	818505631711653888	ถ้าช่วงปีใหม่ไปตามบีเอพีที่เกานี่โคตรนกเลยนะ  ผู้บินออกนอกประเทศเกือบหมด ดยอนไปญี่ปุ่น จงออบไปฮ่องกง พี่ฮิมไป New York งี้
_armaeng_	818505595904851968	ไม่นกตุ๊กตาเหอะ
Oxygen_genY	818505438316531713	เลาไม่ใช่นก เราเป็นของเทอววว 
asdnytnj	818505385589882881	ดุ๊บบบบบหนูจะได้เจอพี่เเล้วใช่มั้ยยยย งือออขอไม่นกนะ #TwiceLand1stTour
Mon_6109	818505248994037761	"เนรุแม่งจะรวมร่างกับโยเน่ไปแล้ว 5555555555555+
เนรุนกของจริง ตอนเดียวนกสองชั้นซ้อน"
devilsjackiez	818505244661297152	เปย์แล้วโดนเท ก็คือ นก 5555
Vicherz_	818505222314000384	บอพ มอบให้เป็นนกตัวใหญ่ประจำด้อมค่ะ 
_WhiteDoG	818505203703894016	ปงไม่นกแล้วววววว
peachssii	818535113269084161	ขอให้นกมันทุกคนเลยนะจารย์
pasucanadaboyx	818534759873712132	"▯‛∔̷✞❰▰,#WhatsupBar! ͛⌓❱₊
⁻❚♡⃝˒❪want: อึนอูมินกยอง!!❫⬚ ͛❚
@barxofficial ▩ rt ตามทัก 𐩘
ᝐ꞉⋑ #พื้นที่โปร #โปรแฟม "
heybtenx	818534754437840896	เป็นความคิดที่ดีนะครับ ดีลเลยอะ หมดความนกสักที
apieuxheejin	818533651835023360	ก็อยู่แบบนกๆไปงะ ม่ะต้องมีใครอะดีแล้วนะ เดี๋ยวเค้าจะขอไปมีคนอื่นก่อนละกัน
_PinkieYoo	818533650824249346	ฮือออ ละในคลิปตัดจบพอดี แบบว่านกในนก
atiris7	818533025264779265	อย่าได้นกเพี้ยงๆ
